moduleCode,title,semesters
CDM5101,Fundamentals of Cancer Biology,[2]
CDM5102,Translational Cancer Research,[1]
CDM5103,Advanced Topics in RNA Biology and Human Diseases,[1]
CDM5104,Computational genomics,[2]
CE1103,Principles of Structural and Geotechnical Engineering,[1]
CE2134,Fluid Mechanics,[1]
CE2155,Principles of Structural Mechanics and Materials,[2]
CE2183,Construction Project Management,[1]
CE2407A,Uncertainty Analysis for Engineers,[1]
CE2407B,Introduction to Numerical Methods for Engineers,[2]
CE3102,Socio-economically sustainable developments,[2]
CE3115,Geotechnical Engineering,[2]
CE3116,Foundation Engineering,[1]
CE3121,Transportation Engineering,[1]
CE3132,Hydrology and Free Surface Flows,[2]
CE3155A,Structural Behaviour,[1]
CE3155B,Structural Modelling,[1]
CE3165,Structural Concrete Design,[1]
CE3166,Structural Steel Design and System,[2]
CE3201,Civil Engineering Analytics and Data Visualization,[1]
CE3202,Data Acquisition for Civil Engineering Applications,[1]
CE3203,Optimization and Algorithms for Civil Engineers,[2]
CE3204,Data Management for Civil Engineers,[2]
CE4103,Design Project,"[1, 2]"
CE4104,B. Eng. Dissertation,"[1, 2]"
CE4221,Design of Land Transport Infrastructures,[1]
CE5001,Research Project,"[1, 2]"
CE5010QA,Finite Element Concepts & Applications,[1]
CE5010QB,Finite Element Analysis for Civil Engineering,[1]
CE5101,Seepage & Consolidation of Soils,[1]
CE5104A,Tunnelling in Soils,[1]
CE5104B,Tunnelling in Rocks,[1]
CE5104QA,Tunnelling in Soils,[1]
CE5104QB,Tunnelling in Rocks,[1]
CE5106A,"Ground Improvement - Hydraulic, Vibratory & Chemical",[2]
CE5106B,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",[2]
CE5106QA,"Ground Improvement - Hydraulic, Vibratory & Chemical",[2]
CE5106QB,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",[2]
CE5107A,Pile Foundation Design,[2]
CE5107B,Advanced Topics in Pile Foundation Design,[2]
CE5107QA,Pile Foundation Design,[2]
CE5107QB,Advanced Topics in Pile Foundation Design,[2]
CE5108A,Key Principles and Concepts of Earth Retention Systems,[1]
CE5108B,Deep Excavations Analysis and Modelling,[2]
CE5108QA,Key Principles and Concepts of Earth Retention Systems,[1]
CE5108QB,Deep Excavations Analysis and Modelling,[1]
CE5111,Underground Construction Design Project,"[1, 2]"
CE5112,Structural Support Systems for Excavation,[2]
CE5113A,Geotechnical Site Investigation,"[1, 2]"
CE5113B,Geophysical Methods & Geotechnical Monitoring,"[1, 2]"
CE5113QA,Geotechnical Site Investigation,[1]
CE5113QB,Geophysical Methods & Geotechnical Monitoring,[1]
CE5203,Traffic Flow & Control,[2]
CE5204,Pavement Design & Rehabilitation,[2]
CE5205,Transportation Planning,[1]
CE5210,Intelligent Transportation Systems and Simulation,[1]
CE5308,Coastal Processes and Protection,[2]
CE5310,Hydroinformatics,[2]
CE5312,Open-channel Hydraulics,[1]
CE5314,HEWRM Project,"[1, 2]"
CE5315,Climate Science for Engineers,[1]
CE5316A,Water Resources for Smart and Liveable Cities: Introduction,[1]
CE5316B,Water Resources Modeling for Urban Catchments,[1]
CE5509A,Advanced Structural Steel Design,[1]
CE5509B,Design of Composite Steel and Concrete Structures,[1]
CE5509QA,Advanced Structural Steel Design,[1]
CE5509QB,Design of Composite Steel and Concrete Structures,[1]
CE5510A,Advanced Structural Concrete Design,[1]
CE5510B,Rational Design of Structural Concrete Systems,[1]
CE5510QA,Advanced Structural Concrete Design,[1]
CE5510QB,Rational Design of Structural Concrete Systems,[1]
CE5513,Plastic Analysis Of Structures,[2]
CE5516A,Structural Stability Concepts & Applications,[2]
CE5516B,Structural Dynamics Concepts & Applications,[2]
CE5604,Advanced Concrete Technology,[2]
CE5610A,Concrete and Cementitious Composites,[1]
CE5610B,Repair and Retrofit of Concrete Structures,[1]
CE5610QA,Concrete and Cementitious Composites,[1]
CE5610QB,Repair and Retrofit of Concrete Structures,[1]
CE5611A,Advanced Prestressed Concrete Design,[2]
CE5611B,Precast Concrete Design,[2]
CE5611QA,Advanced Prestressed Concrete Design,[2]
CE5611QB,Precast Concrete Design,[2]
CE5666,Industrial Attachment,"[1, 2]"
CE5716,Introduction to Ocean Infrastructure & Renewables,[2]
CE5717,Mooring and Cables for Ocean Infrastructure,[2]
CE5718QA,Analysis of Floating Infrastructure & Renewables,[1]
CE5718QB,Design of Floating Infrastructure & Renewables,[1]
CE5719QA,Design of Fixed Wind Turbine Structures,[2]
CE5719QB,Integrity of Fixed Wind Turbine Structures,[2]
CE5720QA,Offshore Geomechanics,[1]
CE5720QB,Offshore Foundation Systems,[1]
CE5721QA,Ocean Wind and Wave,[1]
CE5721QB,Ocean Environmental Loads,[1]
CE5805A,Construction Productivity Analytics,"[2, 3]"
CE5805B,Design for Manufacture and Assembly,"[2, 4]"
CE5805QA,Construction Productivity Analytics,[2]
CE5805QB,Design for Manufacture and Assembly,[2]
CE5806A,Advanced Project Management,[1]
CE5806B,Lean Construction,[1]
CE5806QA,Advanced Project Management,[1]
CE5806QB,Lean Construction,[1]
CE5807A,Digital Technologies for Construction,[1]
CE5807B,Integrated Construction Logistics,[1]
CE5807QA,Digital Technologies for Construction,[1]
CE5807QB,Integrated Construction Logistics,[1]
CE5808A,Virtual Design in BIM,[2]
CE5808B,Advanced Digital Construction,[2]
CE5808QA,Virtual Design in BIM,[2]
CE5808QB,Advanced Digital Construction,[2]
CE5809,Management and Economics of International Construction,[2]
CE5881,Topics in Geotechnical Engineering: Soil Dynamics,[1]
CE5999,Graduate Seminars,"[1, 2]"
CE6002,Analysis of Civil Engineering Experiments,[1]
CE6006,Advanced Finite Element Analysis,[2]
CE6077A,Numerical methods in Civil Engineering,[1]
CE6077B,Numerical Methods for Environmental Flows,[1]
CE6077C,Numerical Methods and Applications to Civil Engineering Mechanics,[1]
CE6101,Geotechnical Constitutive Modeling,[1]
CE6102,Geotechnical Analysis,[2]
CE6601,Characterization of Sustainable Building Materials,[2]
CE6999,Doctoral Seminars,"[1, 2]"
CEG5001,Computer Engineering Project (Minor) I,"[1, 2]"
CEG5002,Computer Engineering Project (Minor) II,"[1, 2]"
CEG5003,Computer Engineering Project,"[1, 2]"
CEG5101,Modern Computer Networking,[1]
CEG5102,Wireless Communications for IoT,[2]
CEG5103,Wireless and Sensor Networks for IoT,[2]
CEG5104,Cellular Networks,[1]
CEG5201,"Hardware Technologies, Principles, & Platforms",[1]
CEG5202,Embedded Software Systems and Security,[2]
CEG5203,Hardware Acceleration and Reconfigurable Computing,[2]
CEG5204,Smart Sensing Systems,[2]
CEG5205,AI Sensors and Virtual/Augmented Reality Technologies,[1]
CEG5301,Machine Learning with Applications,[2]
CEG5302,Evolutionary Computation and Applications,[2]
CEG5303,Intelligent Autonomous Robotic Systems,[2]
CEG5304,Deep Learning for Digitalization Technologies,[2]
CFG1002,Career Catalyst,"[1, 2]"
CFG2101,NUS Vacation Internship Programme,"[3, 4]"
CFG2600A,NUS Internship-as-a-Service,"[1, 2, 3, 4]"
CFG3001,Career Advancement,"[1, 2]"
CG1111A,Engineering Principles and Practice I,[1]
CG2023,Signals and Systems,[2]
CG2027,Transistor-level Digital Circuits,[1]
CG2028,Computer Organization,[1]
CG2111A,Engineering Principles and Practice II,[2]
CG2271,Real-Time Operating Systems,[2]
CG3207,Computer Architecture,[1]
CG4001,B. Eng. Dissertation,"[1, 2, 3, 4]"
CG4002,Computer Engineering Capstone Project,"[1, 2]"
CG4003,Advanced Project and Internship,"[1, 2]"
CH1101E,Retelling Chinese Stories: Change and Continuity,"[1, 2]"
CH2121,History of Chinese Literature,[2]
CH2141,General History of China,[1]
CH2161,Traditional Chinese Taxonomy of Learning,[1]
CH2162,Reading Classical Chinese Texts,[1]
CH2221,Modern Chinese Literature,[2]
CH2252,History of Chinese Philosophy,[1]
CH2275,Chinese Pop Music in East Asia,[2]
CH2291,Chinese Tradition (taught in English),[2]
CH2293,Introduction to Chinese Art (taught in English),[1]
CH2295,Commerce and Culture in China's Past (in English),[1]
CH2299,Art of Modern and Contemporary China (in English),[2]
CH2391,Strangers in Chinese Fiction and Film (in English),[1]
CH2392,Chinese Women in Context (in English),[1]
CH3225,Keywords in S'pore and M'sian Chinese Literary Studies,[2]
CH3228,Classical Poetry: Writing and Criticism,[1]
CH3245,Overseas Chinese Society,[2]
CH3248,Contemporary China: 1949 to Present,[1]
CH3261,Prescribed Text: The Four Books,[2]
CH3294,Science and Medicine in China (in English),[2]
CH3550,Chinese Studies Internship,[4]
CH4223,Chinese Literary Criticism,[2]
CH4224,Studies in Chinese Verse,[1]
CH4226,The City in Modern Chinese Literature,[1]
CH4227,Contemporary Chinese Literature in Twelve Key Words,[2]
CH4247,Print Culture in Modern China,[1]
CH4281,Translation  Studies,[2]
CH4401,Honours Thesis,"[1, 2]"
CH4660,Independent Study,"[1, 2]"
CH5211,Seminar in Chinese Pragmatics,[1]
CH5211R,Seminar In Chinese Pragmatics,[1]
CH5213,Cognitive Linguistics & Chinese Language,[2]
CH5213R,Cognitive Linguistics & Chinese Language,[2]
CH5243,Contemporary China-Southeast Asia Relations,"[1, 2]"
CH5243R,Contemporary China-Southeast Asia Relations,[1]
CH5660,Independent Study,"[1, 2]"
CH6201,Topics in Chinese Linguistics,[2]
CH6227,Culture and Society Through Literature,[2]
CH6241,Topics in Chinese History,[1]
CH6248,Studies in Sino-S.e. Asian Interactions,[1]
CH6262,Independent Study in Chinese Studies,"[1, 2]"
CH6770,Graduate Research Seminar,[1]
CHC5101,Contemporary Research in Chinese Studies,[1]
CHC5102,Contemporary Research in Chinese Language,[1]
CHC5301,History and Civilizations of the Tang Empire,[1]
CHC5302,Chinese Buddhist Proselytic Literature,[2]
CHC5303,Traditional Chinese Culture in Singapore and Malaysia,"[1, 2]"
CHC5304,Society and Culture of the Ming Dynasty,"[1, 2]"
CHC5305,Prominent Nanyang Chinese in Modern China,[2]
CHC5307,Major Themes in Chinese History,[2]
CHC5308,Chinese Kinship and Local Society,[1]
CHC5310,Chinese Rhapsody,[1]
CHC5313,Thematics in Chinese Literature,[2]
CHC5314,Chinese Religion,[2]
CHC5315,Neo‐Taoism,[1]
CHC5316,Print Culture and Chinese Literature: From Ming to Modern,[2]
CHC5317,New Approaches to Modern Chinese Culture,[2]
CHC5319,Development of the Chinese Opera Scene in Singapore,[2]
CHC5322,Pragmatics and Politeness,"[1, 2]"
CHC5325,Chinese Language Education and Research,[1]
CHC5326,Comparative Grammar between Chinese and English,[2]
CHC5330,Chinese Popular Culture: Transformation and Flows,[1]
CHC5331,Chinese Ceramics: From Tang to Qing,[1]
CHC5332,Oral History Methodology: Theory and Practice,[1]
CHC5333,Epidemics and Chinese Medicine,[1]
CHC5334,"Life, Love, and Death in Classical Chinese Literature",[1]
CHC5335,"Literature, Politics, and Media in Contemporary China",[2]
CHC5336,The Military in Chinese History and Culture,[2]
CHC5337,Classical Chinese Landscape Poetry and Painting,"[1, 2]"
CHC5338,Chinese Maritime Exploration and Cultural Exchange,[2]
CHC5339,Chinese Diaspora and Mass Media in the 20th Century,[2]
CL1101E,Chinese Language: Its Past and Present,"[1, 2]"
CL2102,Chinese Phonetics,[2]
CL2103,Chinese Grammar,[1]
CL2103S,Chinese Grammar,[1]
CL3104,Reading/Writing Chinese,[2]
CL3104S,Reading/Writing Chinese,[2]
CL3201,Communicating through Chinese Rhetoric and Metaphors,[1]
CL3550,Chinese Language Internship,[4]
CLC1101,Engaging and Building Communities,"[1, 2]"
CLC2201,Community Development Practicum I,"[1, 2]"
CLC2202,Research Methods for Community Development,"[1, 2]"
CLC2203,Community Development Practicum I,"[1, 2]"
CLC2204,Community Development With Youth,"[1, 2]"
CLC3302,Diversity and Inclusion,[2]
CLC3303,Community Leadership,[1]
CLC3304A,"City, Culture and Community",[1]
CLC3305,Community Development Practicum II,"[1, 2]"
CLC3306,Community Development Practicum II,"[1, 2]"
CLC3307,Literacy and Community Development,"[1, 2]"
CLC3308,"Entering the Field: People, Places & Practices",[2]
CM1102,Chemistry - The Central Science,"[1, 2]"
CM1417,Fundamentals of Chemistry,[1]
CM1417X,Fundamentals of Chemistry,"[2, 3]"
CM2112,Chemistry of Elements,"[1, 2]"
CM2122,Organic Chemistry in Life and Medicine,"[1, 2]"
CM2133,Foundations of Physical Chemistry,"[1, 2]"
CM2143,Basic Toolkit of Analytical Chemistry,"[1, 2]"
CM2288,Basic UROPS in Chemistry I,"[1, 2, 3, 4]"
CM2289,Basic UROPS In Chemistry II,"[1, 2, 3, 4]"
CM3212,Transition Metal Chemistry,[1]
CM3221,Organic Synthesis: The Disconnection Approach,[1]
CM3222,Organic Reaction Mechanisms,[2]
CM3225,Biomolecules,[2]
CM3241,Instrumental Analysis I,[2]
CM3242,Instrumental Analysis II,[1]
CM3251,Nanochemistry,[2]
CM3252,Polymer Chemistry 1,[1]
CM3253,Materials Chemistry 1,[2]
CM3261,Environmental Chemistry,[1]
CM3267,Computational Thinking and Programming in Chemistry,[1]
CM3288,Advanced UROPS in Chemistry I,"[1, 2, 3, 4]"
CM3289,Advanced UROPS in Chemistry II,"[1, 2, 3, 4]"
CM3291,Advanced Experiments In Organic & Inorganic Chemistry,"[1, 2, 3]"
CM3292,Advanced Experiments In Analytical & Physical Chemistry,"[1, 2, 4]"
CM3295,Selected Experiments in Analytical Chemistry,[2]
CM3296,Molecular Modelling: Theory & Practice,[2]
CM3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
CM3311,Undergraduate Professional Internship Programme,"[3, 4]"
CM3312,Enhanced Undergraduate Professional Internship Programme,"[1, 2]"
CM4199A,Honours Project in Chemistry,"[1, 2]"
CM4211,Advanced Coordination Chemistry,[2]
CM4225,Organic Spectroscopy,[1]
CM4227,Chemical Biology,[1]
CM4228,Catalysis,[2]
CM4236,Spectroscopy & Imaging in Biophysical Chemistry,[1]
CM4242,Advanced Analytical Techniques,[1]
CM4251,Characterization Techniques in Materials Chemistry,[1]
CM4252,Polymer Chemistry 2,[2]
CM4253,Materials Chemistry 2,[1]
CM4254,Chemistry of Semiconductors,[1]
CM4258,Advanced Polymer Science,[2]
CM4269,Sustainable & Green Chemistry,[2]
CM4271,Medicinal Chemistry,[2]
CM4274,The Art and Methodology in Total Synthesis,[1]
CM4282,Energy Resources,[2]
CM4299,Applied Project in Chemistry,"[1, 2]"
CM5100,M.sc. Project,"[1, 2]"
CM5100A,Advanced MSc Project,"[1, 2]"
CM5102,Chemistry in Society,[1]
CM5103,Industry Practices in Chemistry,[2]
CM5104,Intellectual Property and Entrepreneurship in Chemical Sciences,[1]
CM5151,Energy Storage and Conversion Chemistry,[1]
CM5161,Advanced Chemical Laboratory Safety,[1]
CM5198,Graduate Seminar Module in Chemistry,"[1, 2]"
CM5199,M.Sc. R&D project,"[1, 2]"
CM5211,Contemporary Organometallic Chemistry,[2]
CM5212,Crystal Engineering,[2]
CM5221,Advanced Organic Synthesis,[1]
CM5223,Topics in Supramolecular Chemistry,[2]
CM5224,Emerging Concepts in Drug Discovery,[1]
CM5225,Asymmetric Catalysis,[2]
CM5232,Topics in Chemical Kinetics,[2]
CM5235,Applied Computational Chemistry,[1]
CM5237,Advanced Optical Spectroscopy and Imaging,[1]
CM5239,Cheminformatics,[2]
CM5241,Modern Analytical Techniques,[1]
CM5244,Advanced Environmental Chemistry,[2]
CM5245,Bioanalyticalchemistry,[2]
CM5263,Advanced Inorganic Electronic Materials,[2]
CM5268,Advanced Organic Materials,[1]
CN1101A,Chemical Engineering Principles and Practice I,[1]
CN2102,Chemical Engineering Principles and Practice II,[2]
CN2103,Mass and Energy Balance,"[1, 2]"
CN2104,Chemical Engineering Thermodynamics,"[1, 2]"
CN2105,Reaction Engineering,[2]
CN2106,Fluid Mechanics and Heat Transfer,[2]
CN2116,Chemical Kinetics & Reactor Design,[1]
CN2122A,Fluid Mechanics,"[1, 2]"
CN2125,Heat & Mass Transfer,[1]
CN3101,Chemical Engineering Process Lab I,"[1, 2]"
CN3101A,Chemical Engineering Process Lab,"[1, 2]"
CN3102,Chemical Engineering Process Lab II,"[1, 2]"
CN3109,Chemical Engineering Process Laboratory III,"[1, 2]"
CN3121,Process Dynamics & Control,"[1, 2]"
CN3124A,Fluid-Particle Systems,[1]
CN3132,Separation Processes,"[1, 2]"
CN3135,"Process Safety, Health and Environment","[1, 2]"
CN3135E,"Process Safety, Health and Environment",[3]
CN3421A,Process Modeling And Numerical Simulation,"[1, 2]"
CN4118,B.Eng. Dissertation,"[1, 2, 4]"
CN4118N,Capstone Research Project,"[1, 2]"
CN4118R,B.Eng. Dissertation,[4]
CN4119E,B.Tech. Dissertation,[1]
CN4122,Process Synthesis and Simulation,"[1, 2]"
CN4122E,Process Synthesis and Simulation,[1]
CN4122N,Process Synthesis and Simulation,"[1, 2]"
CN4123R,Final Year Design Project,[2]
CN4124E,Final Year Design Project,[2]
CN4201R,Petroleum Refining,[2]
CN4203R,Polymer Engineering,[1]
CN4205E,Pinch Analysis and Process Integration,[2]
CN4205R,Pinch Analysis and Process Integration,[1]
CN4208E,Biochemical Engineering,[1]
CN4210E,Membrane Science And Engineering,[2]
